Open,Close,Date,High,Low,Adj Close,Volume
31.57,33.400002,2010-11-22,33.450001,31.5,33.400002,1529700
33.290001,34.57,2010-11-23,35.68,32.189999,34.57,1577800
35.27,35.470001,2010-11-24,35.970001,34.330002,35.470001,1425000
35.599998,35.32,2010-11-26,36,34.75,35.32,350600
35.41,34.330002,2010-11-29,35.950001,33.330002,34.330002,1145600
33.740002,35.330002,2010-11-30,35.330002,33.41,35.330002,2222600
35.869999,34.349998,2010-12-01,36.419998,33.450001,34.349998,1299200
34.009998,32.349998,2010-12-02,34.299999,31.200001,32.349998,2007000
32.009998,31.49,2010-12-03,32.25,30.870001,31.49,1160100
31.35,30.309999,2010-12-06,31.450001,29.559999,30.309999,1274400
30.49,31.559999,2010-12-07,32.400002,30.049999,31.559999,1311300
32.48,32.369999,2010-12-08,32.490002,31.52,32.369999,660000
32.509998,32.049999,2010-12-09,32.720001,31.65,32.049999,406000
32.049999,31.52,2010-12-10,32.919998,31.129999,31.52,429400
31.639999,30.549999,2010-12-13,31.77,30.4,30.549999,410400
30.290001,28.530001,2010-12-14,30.389999,27.76,28.530001,1765700
28.67,29.6,2010-12-15,29.969999,28.530001,29.6,742900
30,30.809999,2010-12-16,30.91,29.65,30.809999,790100
31.34,31.360001,2010-12-17,31.540001,30.709999,31.360001,813000
31.639999,31.700001,2010-12-20,32.189999,31.26,31.700001,523400
31.799999,32.259998,2010-12-21,32.689999,31.709999,32.259998,777700
32.25,32.630001,2010-12-22,32.860001,31.700001,32.630001,833300
31.26,30.09,2010-12-23,32.48,29.92,30.09,1552600
28.02,25.549999,2010-12-27,28.58,25.059999,25.549999,9301900
25.85,26.41,2010-12-28,26.75,25,26.41,4056300
27.030001,27.73,2010-12-29,28.01,26.5,27.73,3319200
27.700001,26.5,2010-12-30,27.9,26.379999,26.5,2041100
26.57,26.629999,2010-12-31,27.25,26.5,26.629999,1417900
26.84,26.620001,2011-01-03,27,25.9,26.620001,1283000
26.66,26.67,2011-01-04,26.950001,26.02,26.67,1187400
26.48,26.83,2011-01-05,26.9,26.190001,26.83,1446700
26.83,27.879999,2011-01-06,28,26.809999,27.879999,2061200
28,28.24,2011-01-07,28.58,27.9,28.24,2247900
28.17,28.450001,2011-01-10,28.68,28.049999,28.450001,1342700
28.59,26.959999,2011-01-11,28.709999,26.92,26.959999,1710200
27.01,26.959999,2011-01-12,27.4,26.52,26.959999,964400
26.959999,26.219999,2011-01-13,26.969999,26.16,26.219999,723600
26.15,25.75,2011-01-14,26.58,25.610001,25.75,1192000
25.48,25.639999,2011-01-18,25.639999,24.75,25.639999,1621700
25.27,24.030001,2011-01-19,25.469999,23.75,24.030001,2371500
24.030001,22.620001,2011-01-20,24.450001,22.370001,22.620001,2279900
23.120001,23.040001,2011-01-21,23.59,22.709999,23.040001,1217000
23.530001,24.49,2011-01-24,24.809999,23.23,24.49,1645100
24.65,24.68,2011-01-25,24.889999,24.02,24.68,1271500
24.709999,24.75,2011-01-26,24.879999,24.1,24.75,1079900
24.74,24.92,2011-01-27,25.08,24.530001,24.92,895700
24.879999,24.01,2011-01-28,24.879999,23.75,24.01,1048400
24.049999,24.1,2011-01-31,24.120001,23.5,24.1,830300
24.309999,23.91,2011-02-01,24.73,23.540001,23.91,707800
24.16,23.940001,2011-02-02,24.18,23.67,23.940001,569500
23.82,23.629999,2011-02-03,23.9,23.15,23.629999,512000
23.440001,23.459999,2011-02-04,23.67,23.219999,23.459999,544000
23.26,23.07,2011-02-07,23.26,22.879999,23.07,895100
23.780001,24.49,2011-02-08,25.25,23,24.49,3504900
24.129999,23.209999,2011-02-09,24.18,22.790001,23.209999,2635600
23.26,23.219999,2011-02-10,23.639999,22.809999,23.219999,836100
23.25,23.25,2011-02-11,23.75,22.940001,23.25,634500
23.639999,23.08,2011-02-14,24.139999,23.049999,23.08,1283100
23.01,22.84,2011-02-15,23.17,22.559999,22.84,953700
23.1,24.73,2011-02-16,24.969999,23.07,24.73,4115100
24.629999,23.6,2011-02-17,25.49,23.549999,23.6,2618400
23.33,23.18,2011-02-18,23.49,22.959999,23.18,2370700
22.879999,21.870001,2011-02-22,23,21.780001,21.870001,2064600
22.18,21.83,2011-02-23,22.5,21.110001,21.83,1605600
21.780001,22.530001,2011-02-24,22.58,21.5,22.530001,1055300
22.809999,23.610001,2011-02-25,23.85,22.690001,23.610001,1346300
23.74,23.889999,2011-02-28,24.1,23.5,23.889999,1051200
24.049999,23.940001,2011-03-01,24.32,23.700001,23.940001,1106400
23.82,24.02,2011-03-02,24.280001,23.73,24.02,663300
24.48,24.360001,2011-03-03,24.790001,24.059999,24.360001,640200
24.48,24.950001,2011-03-04,24.99,23.780001,24.950001,1580100
24.93,24.940001,2011-03-07,25.4,24.700001,24.940001,2033600
24.6,24.66,2011-03-08,24.959999,24,24.66,1399900
24.66,24.719999,2011-03-09,24.99,24.27,24.719999,924800
24.440001,24.01,2011-03-10,24.49,23.73,24.01,1017000
23.85,24.07,2011-03-11,24.25,23.530001,24.07,930800
23.82,23.25,2011-03-14,24,23.200001,23.25,1166000
22.200001,22.950001,2011-03-15,22.959999,21.799999,22.950001,1318800
22.860001,22.82,2011-03-16,23.25,22.690001,22.82,1169700
23.24,22.809999,2011-03-17,23.43,22.639999,22.809999,922600
23.190001,22.959999,2011-03-18,23.190001,22.51,22.959999,687900
23.049999,22.73,2011-03-21,23.049999,22.540001,22.73,411700
22.73,22.190001,2011-03-22,22.860001,22,22.190001,582900
22.110001,22.209999,2011-03-23,22.27,21.77,22.209999,422800
22.139999,22.33,2011-03-24,22.379999,21.98,22.33,462200
22.43,22.75,2011-03-25,23,22.4,22.75,568000
22.700001,23.25,2011-03-28,23.540001,22.549999,23.25,1058100
23.299999,23.92,2011-03-29,24,23.209999,23.92,755400
24.110001,23.709999,2011-03-30,24.49,23.01,23.709999,1223300
26.549999,27.75,2011-03-31,28.709999,26.5,27.75,11517800
27.450001,26.66,2011-04-01,28.18,26.57,26.66,2864800
26.83,25.83,2011-04-04,27,25.23,25.83,2609300
25.9,26.700001,2011-04-05,27,25.690001,26.700001,3180900
26.99,26.49,2011-04-06,27.01,25.799999,26.49,1288300
26.85,27.24,2011-04-07,27.940001,26.450001,27.24,2810300
27.58,26.49,2011-04-08,27.6,26.360001,26.49,1946400
26.469999,25.27,2011-04-11,26.530001,25.02,25.27,1369400
25.08,24.65,2011-04-12,25.209999,24.299999,24.65,1357400
25.129999,24.93,2011-04-13,25.690001,24.809999,24.93,1211500
24.870001,25.139999,2011-04-14,25.280001,24.200001,25.139999,983400
25.65,25.58,2011-04-15,26.18,25.41,25.58,943500
25.129999,25.030001,2011-04-18,25.620001,24.360001,25.030001,1033900
25.26,25.16,2011-04-19,25.26,24.65,25.16,548700
25.700001,25.75,2011-04-20,26.09,25.299999,25.75,837200
25.85,26.74,2011-04-21,26.98,25.59,26.74,1386100
26.700001,26.389999,2011-04-25,26.73,25.969999,26.389999,800900
26.66,26.93,2011-04-26,27.25,26.309999,26.93,1400000
26.93,27.08,2011-04-27,27.360001,26.629999,27.08,996900
27.07,27.66,2011-04-28,27.690001,26.719999,27.66,1600000
27.690001,27.6,2011-04-29,27.870001,27.42,27.6,726000
27.6,27.450001,2011-05-02,27.799999,27.059999,27.450001,784600
27.379999,26.870001,2011-05-03,27.389999,26.5,26.870001,913900
26.780001,26.690001,2011-05-04,27,25.75,26.690001,1044500
27.200001,26.440001,2011-05-05,27.440001,26.17,26.440001,1218500
26.9,27.120001,2011-05-06,27.700001,26.620001,27.120001,981700
27,27.91,2011-05-09,28,26.85,27.91,916400
28.24,28.33,2011-05-10,28.950001,27.91,28.33,1535300
28.200001,27.07,2011-05-11,28.299999,26.92,27.07,962500
27.07,27.67,2011-05-12,27.74,26.65,27.67,628000
28,27.549999,2011-05-13,28.190001,27.299999,27.549999,661500
27.99,26.6,2011-05-16,27.99,26.549999,26.6,755700
27,25.959999,2011-05-17,27,25.719999,25.959999,1234200
26.1,26.35,2011-05-18,26.469999,25.52,26.35,729500
27.030001,28.200001,2011-05-19,28.440001,26.6,28.200001,2655100
28.26,27.969999,2011-05-20,28.280001,27.35,27.969999,842500
27.620001,26.82,2011-05-23,27.620001,26.620001,26.82,863600
27.02,26.719999,2011-05-24,27.5,26.6,26.719999,613700
26.9,28.98,2011-05-25,29.01,26.17,28.98,4693100
28.82,29.48,2011-05-26,29.76,28.1,29.48,3336900
29.540001,29.549999,2011-05-27,29.67,28.82,29.549999,1687100
29.690001,30.139999,2011-05-31,30.280001,29.549999,30.139999,3290500
30,28.52,2011-06-01,30.1,28.379999,28.52,1529900
28.52,28.76,2011-06-02,29.32,28.51,28.76,986300
29.950001,30.129999,2011-06-03,31.5,29.5,30.129999,6209200
30.1,28.700001,2011-06-06,30.129999,28.26,28.700001,2331100
28.940001,28.370001,2011-06-07,29.389999,28.26,28.370001,1222100
28.440001,27.120001,2011-06-08,28.6,27.02,27.120001,1695900
27.43,27.620001,2011-06-09,28.1,27.1,27.620001,1603200
27.52,27.860001,2011-06-10,28.299999,27.35,27.860001,1566600
28.07,28.43,2011-06-13,28.879999,27.879999,28.43,1713400
28.540001,28.6,2011-06-14,29.700001,28.52,28.6,1573400
28.440001,27.32,2011-06-15,28.450001,27.07,27.32,1345000
27.67,26.5,2011-06-16,28,25.74,26.5,1842200
26.870001,26.5,2011-06-17,27.700001,26.139999,26.5,1714000
26.290001,26.01,2011-06-20,26.459999,25.5,26.01,1537800
26.24,27.530001,2011-06-21,27.73,26,27.530001,1496000
27.370001,27.209999,2011-06-22,28.25,27.1,27.209999,1475600
27.200001,27.709999,2011-06-23,27.719999,26.209999,27.709999,1170000
27.639999,27.57,2011-06-24,27.969999,27.26,27.57,3608500
27.73,27.459999,2011-06-27,28.280001,27.309999,27.459999,1809400
27.790001,28.110001,2011-06-28,28.25,27.67,28.110001,889200
28.5,28.290001,2011-06-29,29.09,28.07,28.290001,1461800
28.5,29.129999,2011-06-30,29.33,28.4,29.129999,946700
29.07,29.02,2011-07-01,29.6,28.799999,29.02,854900
29.02,29.139999,2011-07-05,29.52,28.709999,29.139999,996000
29.139999,28.959999,2011-07-06,29.139999,28.549999,28.959999,926900
29.139999,29.73,2011-07-07,30,29.01,29.73,1327900
29.889999,28.809999,2011-07-08,29.889999,28.59,28.809999,1240600
28.4,28.35,2011-07-11,28.530001,28,28.35,975800
28.370001,28.17,2011-07-12,29.09,28,28.17,1045400
28.43,28.639999,2011-07-13,29.030001,27.9,28.639999,1066000
28.530001,27.610001,2011-07-14,28.959999,27.25,27.610001,1159000
27.790001,27.58,2011-07-15,27.83,27.4,27.58,709000
27.34,27.23,2011-07-18,27.450001,26.629999,27.23,851900
27.58,27.889999,2011-07-19,28.110001,27.540001,27.889999,1026100
28,28.690001,2011-07-20,30.440001,27.799999,28.690001,3048300
28.91,28.700001,2011-07-21,29.16,28.1,28.700001,1011500
28.700001,29.290001,2011-07-22,29.540001,28.549999,29.290001,583500
29.01,28.49,2011-07-25,29.25,28.440001,28.49,673300
28.309999,28,2011-07-26,28.77,27.969999,28,760600
28.5,27.639999,2011-07-27,28.5,27.51,27.639999,958500
27.6,28.17,2011-07-28,28.549999,27.540001,28.17,938700
27.799999,28.17,2011-07-29,28.4,27.5,28.17,948200
28.67,28.77,2011-08-01,28.98,28.209999,28.77,1164900
28.690001,27.34,2011-08-02,29.200001,27.27,27.34,1549400
27.5,27.200001,2011-08-03,27.83,26.34,27.200001,1794500
26.51,24.75,2011-08-04,26.889999,24.67,24.75,3064500
24.99,24.24,2011-08-05,25.379999,22.83,24.24,1964400
23.1,23.639999,2011-08-08,24.440001,23.1,23.639999,2608500
24.15,25.059999,2011-08-09,25.450001,23.700001,25.059999,1333400
25.440001,23.82,2011-08-10,25.440001,23.629999,23.82,1564200
24.040001,25.299999,2011-08-11,25.75,24,25.299999,836500
25.6,26.309999,2011-08-12,27.139999,25.360001,26.309999,1009100
26.620001,26.23,2011-08-15,26.75,25.93,26.23,738600
26.129999,26.1,2011-08-16,26.540001,25.83,26.1,537700
26.389999,25.83,2011-08-17,26.65,25.51,25.83,643700
25,24.26,2011-08-18,25.15,23.469999,24.26,1056600
23.860001,22.299999,2011-08-19,24.219999,22,22.299999,1375300
23.110001,21.950001,2011-08-22,23.799999,21.68,21.950001,986100
21.93,22.959999,2011-08-23,23.110001,21.5,22.959999,869000
23.1,23.870001,2011-08-24,23.93,22.83,23.870001,684300
23.870001,23.110001,2011-08-25,23.870001,22.9,23.110001,679800
22.709999,23.73,2011-08-26,23.950001,22.07,23.73,761800
24.219999,24.709999,2011-08-29,24.85,24.02,24.709999,803400
24.5,24.629999,2011-08-30,24.77,24.09,24.629999,366200
24.799999,24.74,2011-08-31,25.5,24.280001,24.74,823800
24.66,24,2011-09-01,24.870001,23.84,24,848100
23.66,23.07,2011-09-02,23.99,22.68,23.07,769900
22.5,22.940001,2011-09-06,23.200001,22.290001,22.940001,809800
23.389999,23.84,2011-09-07,24,23.280001,23.84,459200
23.58,23.610001,2011-09-08,24.030001,23.280001,23.610001,505700
23.370001,22.969999,2011-09-09,23.57,22.549999,22.969999,669300
22.5,22.879999,2011-09-12,23.309999,22.450001,22.879999,566600
23.01,24.08,2011-09-13,24.1,22.75,24.08,726500
24.25,24.34,2011-09-14,24.84,23.790001,24.34,830800
24.58,24.82,2011-09-15,24.93,24.33,24.82,562600
24.780001,25.799999,2011-09-16,25.84,24.49,25.799999,1417100
24.950001,25.77,2011-09-19,25.809999,23.82,25.77,1157400
25.98,26.01,2011-09-20,26.6,25.67,26.01,1180400
25.950001,25.85,2011-09-21,26.950001,25.700001,25.85,987600
25.639999,25.629999,2011-09-22,26.110001,24.879999,25.629999,775800
25.49,26.379999,2011-09-23,26.620001,25.35,26.379999,1156400
26.52,25.52,2011-09-26,26.52,24.9,25.52,934800
26,26.190001,2011-09-27,26.99,25.57,26.190001,674500
26,24.59,2011-09-28,26.5,24.51,24.59,723300
25.719999,24.120001,2011-09-29,25.82,23.549999,24.120001,929600
24.799999,24.389999,2011-09-30,24.889999,23.49,24.389999,1336100
24.950001,23.73,2011-10-03,25,23.25,23.73,1023200
23.290001,23.66,2011-10-04,24.32,22.93,23.66,1200300
24.030001,25.370001,2011-10-05,25.84,23.35,25.370001,1229500
25.370001,26.959999,2011-10-06,27.6,25.02,26.959999,1769100
26.98,26.99,2011-10-07,27.6,26.049999,26.99,1311600
27.309999,27.879999,2011-10-10,28.18,27,27.879999,923500
27.51,27.610001,2011-10-11,27.77,27.09,27.610001,575700
27.25,27.799999,2011-10-12,28,27.200001,27.799999,1123400
27.629999,27.940001,2011-10-13,28.469999,27.440001,27.940001,1043500
28,28.049999,2011-10-14,28.549999,27.26,28.049999,1400500
27.860001,27.42,2011-10-17,28,27.26,27.42,754500
27.299999,28.34,2011-10-18,28.43,26.709999,28.34,999700
28.02,27.57,2011-10-19,28.059999,27.299999,27.57,792900
27.440001,27.34,2011-10-20,27.469999,27,27.34,999700
27.4,28.030001,2011-10-21,28.299999,27.01,28.030001,1142600
27.870001,28.549999,2011-10-24,28.889999,27.75,28.549999,940600
28.23,28.25,2011-10-25,28.860001,27.799999,28.25,654400
28.190001,27.98,2011-10-26,28.370001,27.4,27.98,510500
28.34,28.76,2011-10-27,28.950001,28.110001,28.76,869400
28.5,29.870001,2011-10-28,30,28.01,29.870001,1264000
29.5,29.370001,2011-10-31,29.51,28.75,29.370001,1134000
28.389999,28.879999,2011-11-01,28.92,28,28.879999,635200
29,28.709999,2011-11-02,29.26,28.25,28.709999,875300
30,32.459999,2011-11-03,32.490002,29.530001,32.459999,2509700
31.459999,32.310001,2011-11-04,32.400002,30.51,32.310001,3032900
31.639999,31.27,2011-11-07,32,30.75,31.27,1266300
31.370001,31.84,2011-11-08,32,30.719999,31.84,1167900
30.870001,30.879999,2011-11-09,31.49,30.299999,30.879999,953700
30.940001,31.33,2011-11-10,31.5,30.65,31.33,747300
31.9,33.639999,2011-11-11,34.5,30.57,33.639999,3868300
33,33.220001,2011-11-14,33.540001,32.619999,33.220001,1325700
32.919998,33.93,2011-11-15,34.400002,32.73,33.93,891000
33.48,34.939999,2011-11-16,35,33.400002,34.939999,1833200
34.5,33.68,2011-11-17,34.900002,33.189999,33.68,1349300
33.639999,32.599998,2011-11-18,34.110001,32.540001,32.599998,902800
32.439999,31.76,2011-11-21,32.439999,31.049999,31.76,1031600
31.76,32.07,2011-11-22,32.790001,31.049999,32.07,732600
31.76,31.450001,2011-11-23,32.049999,31.25,31.450001,451800
31.549999,31.66,2011-11-25,32.41,31.08,31.66,239600
32,32.560001,2011-11-28,33.279999,31.809999,32.560001,681200
32.490002,31.75,2011-11-29,33.07,31.629999,31.75,591100
32.5,32.740002,2011-11-30,32.93,32.220001,32.740002,760300
32.57,32.599998,2011-12-01,33.990002,31.98,32.599998,1030200
32.830002,33.299999,2011-12-02,33.689999,32.400002,33.299999,802800
33.529999,34.419998,2011-12-05,35,33.43,34.419998,1160100
34.200001,34.869999,2011-12-06,34.98,34.029999,34.869999,951800
34.630001,34.189999,2011-12-07,34.889999,33.799999,34.189999,674300
30.84,30.889999,2011-12-08,31.65,29.610001,30.889999,3305800
30.540001,31.040001,2011-12-09,31.120001,30.280001,31.040001,1239500
30.440001,30.41,2011-12-12,30.620001,30.02,30.41,758700
30.57,29.450001,2011-12-13,30.93,28.91,29.450001,994100
29.5,28.530001,2011-12-14,29.68,28,28.530001,1163900
28.67,28.620001,2011-12-15,29.17,28.120001,28.620001,700300
28.790001,28,2011-12-16,28.93,27.98,28,1029700
28.09,27.75,2011-12-19,28.5,27.370001,27.75,987000
28.049999,27.9,2011-12-20,28.450001,27.719999,27.9,843300
27.91,27.57,2011-12-21,28.07,26.030001,27.57,1705500
27.6,27.77,2011-12-22,28.049999,27.299999,27.77,1009400
28,27.9,2011-12-23,28,27.52,27.9,591400
27.66,28.57,2011-12-27,28.77,27.639999,28.57,777500
28.99,28.51,2011-12-28,29.24,28.040001,28.51,575200
28.59,28.73,2011-12-29,29.34,28.549999,28.73,488200
28.49,28.559999,2011-12-30,28.98,28.25,28.559999,339800
28.940001,28.08,2012-01-03,29.5,27.65,28.08,928100
28.209999,27.709999,2012-01-04,28.67,27.5,27.709999,630100
27.76,27.120001,2012-01-05,27.93,26.85,27.120001,1005500
27.200001,26.91,2012-01-06,27.790001,26.41,26.91,986300
27,27.25,2012-01-09,27.49,26.120001,27.25,897000
27.440001,27.620001,2012-01-10,27.76,27.25,27.620001,671800
27.620001,28.23,2012-01-11,28.379999,27.299999,28.23,672300
28.48,28.25,2012-01-12,28.620001,27.809999,28.25,729300
28.4,22.790001,2012-01-13,28.5,22.639999,22.790001,5500400
26.620001,26.6,2012-01-17,27.34,26.41,26.6,4651600
26.690001,26.809999,2012-01-18,26.879999,26.25,26.809999,1260200
27.190001,26.76,2012-01-19,27.74,26.610001,26.76,1246300
26.9,26.6,2012-01-20,27,26.4,26.6,662300
26.809999,26.77,2012-01-23,27.209999,26.6,26.77,594600
26.629999,27.42,2012-01-24,27.68,26.440001,27.42,858000
27.27,27.969999,2012-01-25,28.01,27.049999,27.969999,611200
28.07,28.940001,2012-01-26,29.58,28,28.940001,1271100
28.5,29.33,2012-01-27,29.719999,28.5,29.33,748400
29.49,29.57,2012-01-30,29.610001,28.530001,29.57,729000
29.9,29.07,2012-01-31,30,28.870001,29.07,956400
29.07,29.58,2012-02-01,29.700001,29,29.58,523200
29.719999,30.25,2012-02-02,30.879999,29.610001,30.25,805700
30.41,31.15,2012-02-03,31.33,30.25,31.15,764500
31.1,31.799999,2012-02-06,31.9,31.049999,31.799999,652100
31.799999,31.6,2012-02-07,31.799999,30.82,31.6,1021600
31.6,31.93,2012-02-08,32.009998,31.290001,31.93,623700
32,32.580002,2012-02-09,32.900002,31.43,32.580002,1277100
32.259998,31.1,2012-02-10,32.27,29.84,31.1,1874200
31.549999,31.49,2012-02-13,32.060001,30.9,31.49,1157900
31.74,33.169998,2012-02-14,33.790001,31.4,33.169998,1810800
33.099998,33.599998,2012-02-15,34.41,32.27,33.599998,2761800
33.5,34.18,2012-02-16,34.509998,32.540001,34.18,2219700
33.990002,34.970001,2012-02-17,34.970001,33.5,34.970001,1376700
34.869999,34.5,2012-02-21,34.869999,33.810001,34.5,1135800
34.5,34.220001,2012-02-22,34.720001,32.5,34.220001,1654600
33.990002,34.529999,2012-02-23,34.970001,33.560001,34.529999,820400
34.23,33.75,2012-02-24,34.52,33.27,33.75,959900
33.41,33.619999,2012-02-27,34,33,33.619999,606000
33.639999,33.810001,2012-02-28,34.439999,33.169998,33.810001,612200
33.810001,33.41,2012-02-29,34.119999,33.139999,33.41,535700
33.509998,34.41,2012-03-01,34.5,33.310001,34.41,703500
34.400002,34.040001,2012-03-02,34.5,33.709999,34.040001,550000
34.349998,33.77,2012-03-05,34.400002,33.459999,33.77,467000
33.25,33.110001,2012-03-06,33.279999,32.619999,33.110001,573800
33.119999,33.119999,2012-03-07,33.310001,32.91,33.119999,364900
33.110001,33.07,2012-03-08,33.490002,33.040001,33.07,633300
33.200001,34.740002,2012-03-09,35.310001,33.200001,34.740002,1553400
